 NPI ID , HCP ID ,TARGET, Age , Sex , Specialty , Year of Experience , HCO Affiliation ,HCO Affiliation Type,Number_of_Rx,Rx_last_1_Month,Rx_last_3_Month,Rx_last_6_Month,Rx_last_12_Month,Number_of_Px,Px_last_1_Month,Px_last_3_Month,Px_last_6_Month,Px_last_12_Month,Claims_last_1_Month,Claims_last_3_Month,Claims_last_6_Month,Claims_last_12_Month, Procedures_chemo_last_1_month , Procedures_chemo_last_3_month , Procedures_chemo_last_6_month , Procedures_chemo_last_12_month , Procedures_radio_last_1_month , Procedures_radio_last_3_month , Procedures_radio_last_6_month , Procedures_radio_last_12_month , Procedures_Immuno_last_1_month , Procedures_Immuno_last_3_month , Procedures_Immuno_last_6_month , Procedures_Immuno_last_12_month , Procedures_Biopsy_last_1_month , Procedures_Biopsy_last_3_month , Procedures_Biopsy_last_6_month , Procedures_Biopsy_last_12_month ,Promotional_doximity,Promotional_doximity_last_1_month ,Promotional_doximity_last_3_month ,Promotional_doximity_last_6_month ,Promotional_doximity_last_12_month ,Promotional_medscape,Promotional_medscape_last_1_month ,Promotional_medscape_last_3_month ,Promotional_medscape_last_6_month ,Promotional_medscape_last_12_month ,F2F_visit,F2F_visit_last_1_month ,F2F_visit_last_3_month ,F2F_visit_last_6_month ,F2F_visit_last_12_month ,VRC_visit,VRC_visit_last_1_month ,VRC_visit_last_3_month ,VRC_visit_last_6_month ,VRC_visit_last_12_month 
1366611,HCP_774,0,52, M ,Immunology,41, XYZ Medical Center ,Employment,456,762,1437,1484,2908,149,159,274,503,595,295,554,754,1506,50,75,123,135,73,81,109,209,38,49,66,116,35,57,106,195,7,14,17,31,32,7,12,13,16,29,1,2,3,5,6,2,3,5,8,12
7377210,HCP_775,0,61, M ,Hematology,10, ABC Medical Center ,Referral,592,1029,1144,1771,2517,96,176,343,446,610,178,205,320,616,29,53,55,107,69,126,212,356,58,90,129,193,78,146,187,323,10,15,26,43,57,6,10,15,28,48,1,2,4,6,11,2,3,4,7,14
4767736,HCP_776,0,83, M ,Pediatric,57, PQR Medical Center ,Contract,1100,1309,2241,4130,5070,219,300,332,370,466,201,380,697,933,43,81,115,225,53,61,64,97,70,127,250,417,37,48,88,91,10,12,24,46,88,7,9,17,25,46,2,3,5,10,11,2,3,6,7,12
1490230,HCP_777,1,92, F ,Hematology,35, STU Medical Center ,Referral,961,1631,2207,2812,3767,271,369,659,871,1396,181,250,452,799,65,103,201,300,81,158,162,226,70,91,117,187,57,91,146,251,9,12,15,27,52,7,9,18,34,53,2,4,8,15,22,2,4,6,9,16
1433189,HCP_778,0,76, M ,Neuro-oncology,13, DEF Medical Center ,Referral,650,813,1500,2381,2704,219,328,636,1096,1709,203,339,378,620,62,118,133,220,47,55,59,115,70,89,128,188,58,60,87,134,10,16,24,44,67,6,11,12,19,33,2,3,5,10,17,1,2,3,4,8
9252467,HCP_779,1,86, F ,Immunology,54, STU Medical Center ,Collaboration,892,1581,2597,3763,6141,152,214,228,296,399,64,101,160,300,58,66,99,110,58,99,136,161,49,88,150,273,58,70,133,220,9,10,19,29,49,8,10,11,14,28,2,3,5,8,11,1,2,3,5,6
9389346,HCP_780,0,86, M ,Oncology,19, JKL Medical Center ,Contract,448,520,611,858,1698,214,366,549,797,1461,219,355,429,716,38,69,111,132,42,57,107,122,74,85,149,209,52,88,134,190,5,10,11,20,38,7,13,24,45,46,2,3,4,5,9,2,3,4,6,9
7168868,HCP_781,0,81, F ,Uro-oncology,26, ABC Medical Center ,Contract,518,681,810,1099,1458,80,116,231,302,431,217,338,674,1223,66,73,80,88,57,98,140,159,69,127,155,307,59,111,142,143,10,18,24,45,72,6,8,12,16,28,2,3,5,6,10,2,3,5,6,8
5483650,HCP_782,0,87, M ,Hematology,54, ABC Medical Center ,Referral,960,1860,3382,3910,6870,220,244,328,512,930,283,458,602,1108,59,92,104,118,57,102,157,262,63,86,144,152,77,82,157,192,9,12,17,33,35,8,13,22,44,48,1,2,4,8,12,1,2,4,8,10
6559560,HCP_783,0,81, M ,Hematology,50, ABC Medical Center ,Collaboration,1100,2043,3535,6824,9790,176,341,538,977,1609,44,48,64,94,29,43,49,79,35,39,41,62,39,74,140,165,63,68,101,176,7,9,11,12,24,10,11,12,23,38,1,2,3,4,6,2,3,4,5,10
9429992,HCP_784,0,66, F ,Hematology,45, PQR Medical Center ,Employment,359,394,694,737,853,190,360,715,1247,1657,173,215,376,423,45,50,100,144,35,43,69,135,64,76,98,137,81,118,191,265,8,9,13,18,21,6,12,20,23,24,2,3,4,8,14,2,4,8,11,15
7358723,HCP_785,0,88, M ,Uro-oncology,45, STU Medical Center ,Referral,191,330,511,531,646,227,435,682,1238,2308,78,147,286,454,27,45,76,126,48,74,102,185,41,77,149,274,76,134,205,276,9,17,20,37,40,9,14,27,47,77,2,3,5,10,16,1,2,3,4,5
1194023,HCP_786,0,63, F ,Hematology,58, VWX Medical Center ,Collaboration,1100,2001,2662,4183,4482,74,87,146,219,426,130,209,326,449,66,96,125,152,46,78,156,203,48,79,154,173,71,124,149,211,8,16,24,44,81,5,9,15,20,22,1,2,4,8,16,2,3,4,7,10
3819732,HCP_787,0,41, M ,Oncology,58, PQR Medical Center ,Referral,1100,1180,1819,3154,5322,272,488,598,1136,1650,276,399,401,790,24,33,40,63,58,79,109,119,43,62,96,136,78,112,113,198,9,17,29,55,89,8,14,26,30,37,1,2,4,6,12,1,2,3,6,12
8126320,HCP_788,1,43, M ,Pediatric,38, XYZ Medical Center ,Employment,1100,2094,2412,2900,5247,106,183,191,377,622,55,104,139,168,65,78,154,269,65,107,213,216,53,59,78,113,81,94,157,259,9,12,18,32,39,6,9,10,11,13,2,4,5,6,9,1,2,3,4,8
9753584,HCP_789,0,66, M ,Uro-oncology,16, ABC Medical Center ,Referral,455,536,631,1089,2155,249,361,644,1108,1302,216,272,342,647,63,73,139,231,46,52,91,128,46,74,93,144,37,45,58,84,9,18,27,39,72,5,6,10,16,28,1,2,4,8,14,2,4,6,10,18
7196841,HCP_790,0,37, F ,Oncology,41, STU Medical Center ,Referral,483,689,1316,1438,2221,177,197,212,353,577,219,249,416,539,65,121,222,311,38,44,74,139,39,41,49,61,74,147,234,393,6,11,17,28,42,5,9,14,21,27,2,4,5,8,10,1,2,3,5,10
3037966,HCP_791,1,48, M ,Pediatric,10, GHI Medical Center ,Collaboration,474,623,944,1486,1576,159,183,356,462,676,206,220,346,390,60,117,133,136,54,108,152,153,80,154,251,389,53,86,112,178,6,8,16,19,31,6,8,10,17,20,1,2,3,5,10,2,3,6,10,12
3536355,HCP_792,0,53, F ,Oncology,36, GHI Medical Center ,Employment,271,291,337,350,612,111,198,293,505,992,106,126,188,203,62,64,91,139,39,43,59,118,44,72,113,150,44,54,70,72,8,9,10,11,12,5,10,20,26,52,2,4,6,12,17,2,4,6,7,9
1084724,HCP_793,0,84, F ,Pediatric,56, STU Medical Center ,Employment,1100,1301,1306,2453,3005,253,462,509,998,1916,65,84,137,150,26,51,93,182,40,50,71,135,63,111,142,238,49,67,114,118,10,19,33,51,79,9,14,26,48,61,2,4,6,11,22,1,2,3,5,9
4177844,HCP_794,0,67, F ,Oncology,10, DEF Medical Center ,Referral,676,1293,2533,3620,5662,137,140,207,211,260,213,304,605,816,38,58,78,120,35,63,122,123,52,67,130,177,71,132,224,315,7,8,11,19,37,8,14,15,25,45,2,4,7,8,10,2,4,6,11,16
5708814,HCP_795,0,91, F ,Uro-oncology,24, STU Medical Center ,Contract,373,620,795,1551,1659,185,331,404,431,523,72,86,131,243,50,81,128,174,64,114,223,324,63,118,214,373,36,71,100,169,8,12,16,20,37,5,7,10,15,28,2,4,8,11,13,2,4,7,13,16
9412387,HCP_796,1,30, M ,Immunology,19, ABC Medical Center ,Collaboration,1100,1971,3735,6517,11788,128,146,169,331,610,323,590,615,1203,37,57,78,87,64,115,183,241,49,72,134,170,74,147,165,235,9,15,24,44,70,6,8,15,17,18,2,3,5,6,8,1,2,4,6,10
4957189,HCP_797,0,43, F ,Uro-oncology,40, VWX Medical Center ,Contract,1100,2062,2652,4020,6727,172,217,272,510,930,226,241,281,410,29,39,46,79,64,119,140,206,73,88,132,186,71,128,217,342,10,13,22,31,48,10,15,27,48,63,2,4,6,12,21,1,2,3,4,5
5524280,HCP_798,0,36, M ,Neuro-oncology,51, DEF Medical Center ,Contract,1100,2073,3335,3991,4367,235,345,668,807,1487,12,13,22,31,68,110,148,260,46,65,122,140,78,94,100,179,78,126,186,291,5,7,11,21,25,9,18,26,50,61,1,2,3,5,8,1,2,4,7,12
4528576,HCP_799,0,65, M ,Pediatric,52, ABC Medical Center ,Collaboration,981,1467,2115,3784,7132,229,440,695,1036,1728,61,88,160,247,28,30,35,60,35,68,81,141,46,60,88,112,47,82,143,219,10,18,29,34,58,6,12,16,29,43,1,2,3,4,5,1,2,3,6,8
4293618,HCP_800,0,43, M ,Immunology,13, STU Medical Center ,Employment,815,1290,2485,3480,4768,262,456,686,796,1290,144,280,288,315,70,99,161,310,70,138,268,450,45,81,94,135,64,101,109,173,7,12,17,22,31,5,9,13,20,34,1,2,3,4,6,1,2,4,8,15
6633336,HCP_801,1,54, M ,Immunology,10, VWX Medical Center ,Collaboration,1100,1675,3018,5968,11468,223,298,362,433,756,59,108,119,213,40,44,49,76,72,85,147,170,36,37,67,78,59,101,110,142,10,13,21,32,60,5,9,12,20,33,1,2,4,6,12,2,3,5,6,9
7702172,HCP_802,1,58, M ,Hematology,60, ABC Medical Center ,Referral,920,1105,1648,1685,2070,128,202,277,483,774,226,297,576,595,64,100,151,289,51,92,123,218,60,81,113,124,37,62,105,194,6,7,14,26,43,10,20,37,72,110,1,2,3,5,7,1,2,4,6,11
6800664,HCP_803,1,37, F ,Oncology,44, ABC Medical Center ,Contract,1060,1865,2053,2186,3151,185,255,277,335,380,315,583,1080,2053,53,75,78,124,51,95,166,305,64,76,109,174,42,62,70,133,7,11,22,40,76,10,11,13,25,41,1,2,4,6,8,2,3,5,7,14
5283416,HCP_804,0,49, M ,Immunology,10, PQR Medical Center ,Employment,1100,1868,3337,5716,8645,210,398,509,825,1465,91,136,266,404,62,67,121,181,49,79,143,210,67,117,136,204,58,104,169,219,7,13,18,20,30,6,9,14,28,56,2,4,7,13,20,1,2,4,7,8
9868020,HCP_805,0,84, M ,Hematology,26, STU Medical Center ,Employment,443,675,795,1467,2292,234,272,432,533,793,100,113,165,265,23,31,48,67,68,71,86,129,81,119,227,264,35,56,58,91,6,7,10,18,24,9,18,33,63,76,2,4,8,9,14,1,2,3,6,9
6660259,HCP_806,0,61, F ,Uro-oncology,33, PQR Medical Center ,Referral,647,662,815,1359,1883,166,290,409,455,634,28,36,56,70,50,94,133,171,63,103,104,154,51,76,115,134,42,52,72,118,9,15,26,39,69,5,9,14,18,25,2,3,6,8,12,2,4,6,10,16
7901679,HCP_807,0,89, M ,Uro-oncology,23, XYZ Medical Center ,Collaboration,268,401,724,1223,1573,294,393,546,643,887,123,165,176,268,62,122,157,306,43,59,107,132,41,67,72,89,68,88,95,96,6,9,11,21,37,10,19,25,50,85,2,3,6,8,16,2,4,6,12,18
9514712,HCP_808,1,30, F ,Neuro-oncology,60, PQR Medical Center ,Collaboration,1100,1517,1941,3695,6587,199,300,511,638,753,317,548,1094,1830,41,55,92,149,58,81,121,172,76,139,230,336,51,80,113,131,7,12,17,28,45,9,10,16,25,34,1,2,3,6,10,2,3,5,8,15
9554386,HCP_809,0,56, F ,Immunology,59, PQR Medical Center ,Referral,1100,2086,3112,3766,4578,74,145,230,390,541,234,310,352,369,44,69,110,171,73,97,155,253,36,51,85,142,57,106,132,255,7,14,26,30,60,10,19,29,33,62,1,2,3,4,5,2,4,5,10,17
5705256,HCP_810,0,61, F ,Pediatric,53, VWX Medical Center ,Contract,996,1035,1187,2298,4136,95,134,246,430,548,22,24,37,56,74,124,226,347,34,67,133,173,39,40,74,139,75,111,150,296,7,13,15,20,36,7,12,13,18,25,1,2,3,4,7,1,2,3,5,8
8125009,HCP_811,1,38, M ,Hematology,29, ABC Medical Center ,Contract,654,1208,2125,3757,4509,148,219,376,653,694,191,210,221,366,63,126,234,368,61,116,172,175,37,54,81,127,78,141,243,344,7,11,12,14,16,8,15,20,31,51,1,2,4,8,12,1,2,4,6,8
9025354,HCP_812,0,43, F ,Hematology,60, XYZ Medical Center ,Collaboration,647,830,1460,1786,3090,98,144,254,256,448,14,20,29,58,23,40,74,111,60,76,113,225,34,42,52,68,38,66,81,121,10,12,23,36,49,10,18,27,52,98,2,4,5,9,16,1,2,3,5,9
8347259,HCP_813,1,45, M ,Pediatric,50, PQR Medical Center ,Employment,921,1113,1314,1403,1551,199,375,548,1085,1179,192,314,320,457,50,78,79,103,45,73,101,142,67,126,209,236,46,51,97,178,8,10,16,28,34,5,10,14,23,44,1,2,4,8,13,1,2,4,7,13
5266038,HCP_814,0,81, F ,Uro-oncology,10, XYZ Medical Center ,Referral,185,274,528,936,1487,235,386,555,1042,2043,120,211,352,479,71,134,229,341,49,60,115,209,56,69,101,151,52,87,129,143,10,14,20,29,34,6,11,19,32,62,2,3,5,6,9,1,2,4,7,9
9359041,HCP_815,0,53, F ,Oncology,51, YZX Medical Center ,Referral,947,1756,3372,4070,4713,244,265,467,531,1060,66,122,125,238,67,128,142,165,58,85,158,201,54,90,159,287,74,83,96,172,10,19,28,29,55,8,13,17,31,41,2,4,7,12,23,1,2,3,5,9
3361206,HCP_816,1,62, M ,Pediatric,31, GHI Medical Center ,Collaboration,1100,1976,2786,4686,5385,215,234,243,469,528,300,346,455,693,59,72,119,157,77,109,210,313,59,105,142,155,54,74,147,174,5,9,18,22,28,6,10,16,26,47,1,2,3,6,8,1,2,3,4,5
5205118,HCP_817,1,33, M ,Neuro-oncology,45, JKL Medical Center ,Employment,1065,2070,3978,7854,11072,252,381,438,600,744,200,272,306,394,70,86,109,142,74,80,118,128,47,87,89,131,42,64,87,123,8,10,14,16,19,9,10,13,18,24,2,3,5,9,14,1,2,4,8,11
9733067,HCP_818,1,71, M ,Oncology,35, VWX Medical Center ,Collaboration,841,1279,2031,3152,6184,262,373,600,844,1046,73,126,203,288,51,96,114,149,53,58,113,122,39,77,115,210,38,64,84,147,8,11,18,36,65,10,18,26,48,60,2,3,6,12,23,2,4,7,9,10
5912208,HCP_819,0,53, M ,Oncology,54, GHI Medical Center ,Referral,602,881,1289,1569,2474,74,85,161,188,363,282,420,496,651,48,74,100,151,36,44,46,52,49,58,103,152,77,148,296,338,9,10,18,27,46,7,8,9,18,24,2,4,8,11,16,2,4,8,11,18
2660015,HCP_820,0,80, M ,Pediatric,54, PQR Medical Center ,Employment,818,1005,1090,1620,3229,207,232,273,525,872,188,197,375,618,51,71,129,227,40,54,62,102,48,84,163,237,78,90,122,182,5,7,12,13,23,9,11,13,14,20,2,3,4,5,9,1,2,4,7,11
5543136,HCP_821,0,54, F ,Hematology,49, MNO Medical Center ,Contract,1100,2102,2229,3384,3866,248,457,534,926,1279,163,273,437,541,47,78,127,235,42,81,139,258,80,125,130,234,76,149,264,527,6,10,13,21,27,10,12,19,35,54,1,2,4,7,10,2,4,6,11,22
6555154,HCP_822,1,71, M ,Hematology,50, STU Medical Center ,Contract,398,738,1009,1165,1680,183,316,588,1170,1413,51,97,102,107,36,57,75,109,73,100,108,154,43,55,91,93,46,79,137,233,6,10,19,25,45,10,12,24,39,48,1,2,4,8,12,1,2,3,6,9
8869299,HCP_823,0,43, M ,Immunology,34, ABC Medical Center ,Employment,677,1271,2202,2917,4429,140,218,327,472,806,279,382,690,1180,59,88,92,181,54,70,103,181,62,115,120,195,34,45,88,135,10,15,24,34,35,9,15,17,21,36,1,2,4,7,10,1,2,4,6,11
9763112,HCP_824,0,85, M ,Neuro-oncology,49, STU Medical Center ,Referral,1007,1956,2299,3016,5562,99,114,219,315,488,31,51,66,68,36,49,93,95,78,110,206,324,80,85,101,144,80,93,166,304,6,8,14,28,35,10,18,21,40,63,1,2,4,7,8,1,2,3,5,9
1029460,HCP_825,1,46, F ,Hematology,58, YZX Medical Center ,Contract,1100,1433,2627,4733,5846,131,229,264,495,770,132,248,303,353,42,80,114,116,44,56,84,134,50,71,126,229,34,61,110,132,5,9,13,22,36,9,12,17,25,38,2,4,7,11,22,1,2,3,4,6
2431612,HCP_826,0,34, F ,Neuro-oncology,46, PQR Medical Center ,Employment,1041,1111,1194,1344,1598,237,284,505,638,1048,97,162,308,359,39,62,71,125,80,128,220,389,78,128,182,194,35,49,60,110,9,15,22,26,51,8,16,22,42,44,2,3,6,12,14,1,2,4,6,12
5040476,HCP_827,0,78, F ,Oncology,12, PQR Medical Center ,Collaboration,1046,1326,2640,4723,7445,114,199,286,533,680,185,271,503,630,62,83,94,97,66,90,143,252,63,67,78,96,55,60,76,88,10,15,19,36,48,7,11,22,44,64,1,2,4,6,10,1,2,4,7,12
4546396,HCP_828,0,41, M ,Neuro-oncology,23, ABC Medical Center ,Referral,409,545,721,1432,2014,114,169,325,583,1050,245,435,870,1354,73,114,192,330,56,95,161,315,62,74,76,117,67,74,75,130,10,17,32,47,52,9,17,33,48,75,2,3,4,5,9,1,2,3,6,8
4143031,HCP_829,0,89, M ,Uro-oncology,16, ABC Medical Center ,Employment,568,1048,1249,1284,2425,192,205,392,487,733,309,329,335,634,49,85,149,229,43,66,126,214,68,100,161,298,69,119,124,145,9,17,24,28,45,10,19,28,51,66,1,2,3,6,7,2,3,4,6,10
8094784,HCP_830,0,46, M ,Hematology,59, ABC Medical Center ,Contract,804,1034,1686,2609,2966,227,295,475,520,879,97,152,170,198,48,52,97,132,59,82,97,187,53,60,110,157,56,100,159,193,8,9,12,16,21,5,7,13,19,35,1,2,4,6,7,2,3,6,11,21
8227066,HCP_831,1,38, F ,Immunology,60, ABC Medical Center ,Referral,1100,1195,1484,1966,2088,259,362,655,871,1730,189,240,377,678,54,108,140,155,60,86,103,115,66,69,75,122,34,59,117,145,8,14,21,32,53,5,8,11,17,23,1,2,3,5,9,1,2,3,6,11
4642211,HCP_832,0,36, M ,Neuro-oncology,54, YZX Medical Center ,Referral,1100,1329,2222,3150,5298,125,182,200,352,683,248,373,530,941,47,59,118,206,39,42,57,98,52,100,136,200,72,120,126,180,5,10,12,14,23,10,14,21,31,62,2,3,5,8,12,2,3,6,8,10
4411930,HCP_833,1,75, F ,Pediatric,60, ABC Medical Center ,Collaboration,995,1593,2232,2736,4492,220,400,563,1114,2100,208,257,314,389,47,83,136,229,76,126,223,270,74,118,188,362,60,65,108,207,5,10,18,25,43,7,12,19,38,62,2,4,5,10,17,1,2,4,5,8
6147856,HCP_834,0,87, F ,Uro-oncology,45, YZX Medical Center ,Employment,1100,1723,2512,3739,6472,111,156,243,348,390,40,64,87,93,69,95,128,170,71,129,239,353,47,53,59,80,37,69,96,110,10,16,29,46,55,10,11,20,30,37,1,2,3,4,7,1,2,4,6,7
2180695,HCP_835,0,56, M ,Neuro-oncology,10, DEF Medical Center ,Referral,238,333,564,909,1161,188,309,563,1064,1072,255,341,682,1000,73,94,150,184,50,89,167,334,57,64,115,119,43,52,89,137,10,17,20,29,43,5,7,13,18,23,2,3,6,8,13,1,2,3,6,10
1807819,HCP_836,1,59, F ,Neuro-oncology,21, JKL Medical Center ,Collaboration,1100,1418,2458,3987,5184,295,497,906,1723,2020,41,66,119,208,49,90,170,281,34,67,107,182,54,101,197,281,36,61,81,105,10,13,16,30,53,9,10,20,37,56,1,2,4,6,11,2,3,5,6,11
5865781,HCP_837,0,72, F ,Immunology,46, ABC Medical Center ,Contract,1066,1498,1882,2450,3887,223,237,325,405,654,44,83,112,179,43,79,102,152,61,102,130,162,58,89,120,208,70,127,204,224,8,16,28,30,47,6,11,21,36,61,2,3,4,6,10,1,2,3,5,8
7605203,HCP_838,1,32, F ,Uro-oncology,56, ABC Medical Center ,Referral,1100,1787,2567,4243,7129,214,225,411,746,816,160,203,346,499,43,54,96,125,74,92,162,200,59,90,107,190,41,65,81,159,6,10,11,14,27,6,7,10,19,20,1,2,3,6,10,1,2,3,6,8
5216776,HCP_839,0,92, F ,Oncology,10, ABC Medical Center ,Collaboration,470,515,688,1155,1396,244,420,604,873,1471,58,114,150,179,28,31,35,41,79,111,173,324,34,59,104,158,56,82,125,148,7,14,16,26,38,6,7,13,20,30,1,2,3,6,12,2,4,7,13,15
4371077,HCP_840,0,39, M ,Uro-oncology,42, ABC Medical Center ,Referral,1100,1592,2092,3106,5140,154,222,341,615,744,284,492,793,1416,73,88,126,248,67,101,148,268,35,61,93,135,46,66,104,170,7,10,17,30,46,7,9,16,25,26,2,3,5,7,8,1,2,3,5,10
4619145,HCP_841,0,38, F ,Pediatric,16, GHI Medical Center ,Employment,1068,1083,1955,2657,3551,280,545,1081,1267,1405,28,56,69,83,55,60,87,160,37,74,133,204,67,94,152,289,37,66,98,159,6,11,17,30,44,5,8,13,17,29,2,3,5,9,14,1,2,4,6,12
3014076,HCP_842,0,92, M ,Uro-oncology,13, ABC Medical Center ,Contract,730,738,967,972,1491,224,371,568,1051,1497,304,580,807,1593,66,118,184,196,79,127,226,245,74,75,89,105,81,86,109,147,10,13,26,39,74,10,20,25,44,77,1,2,4,6,12,1,2,4,6,10
1351531,HCP_843,0,92, F ,Oncology,56, PQR Medical Center ,Contract,823,1530,2231,4196,5435,297,430,800,1357,1917,124,176,197,243,60,97,142,223,47,84,85,99,78,139,142,157,78,105,143,212,10,16,25,36,50,6,11,17,22,30,1,2,3,4,8,2,3,4,8,16
5734807,HCP_844,1,69, F ,Neuro-oncology,43, STU Medical Center ,Collaboration,842,1420,1599,2395,4309,207,374,550,772,1202,274,425,582,1147,44,68,120,197,67,114,171,246,39,78,107,190,66,126,160,172,5,8,14,24,28,9,12,22,28,35,1,2,4,6,12,1,2,4,7,9
2233495,HCP_845,0,84, M ,Pediatric,54, YZX Medical Center ,Collaboration,1100,2021,2210,3343,5349,113,151,286,342,568,23,36,66,114,31,47,72,104,70,110,148,292,60,100,137,186,37,47,76,112,8,9,16,18,21,6,10,17,23,43,2,4,8,14,27,1,2,3,4,6
6730443,HCP_846,1,59, F ,Pediatric,26, DEF Medical Center ,Referral,248,465,826,1444,1927,141,234,398,489,804,267,279,471,509,65,116,202,220,54,84,136,270,58,61,113,161,47,86,118,208,6,10,16,18,23,9,18,28,51,97,1,2,4,6,9,2,4,6,10,14
9789401,HCP_847,0,85, F ,Pediatric,52, STU Medical Center ,Collaboration,818,951,1128,1492,2886,172,197,286,361,453,252,443,445,755,57,76,126,228,43,66,92,110,39,60,81,162,38,73,79,96,10,13,16,17,33,8,9,17,24,30,2,4,8,11,12,2,3,6,8,15
6051496,HCP_848,0,66, F ,Uro-oncology,10, STU Medical Center ,Collaboration,623,763,1187,1588,2402,92,150,202,230,246,142,199,379,507,50,76,98,108,60,75,132,188,49,70,95,181,44,83,86,137,7,8,13,17,30,10,15,30,60,108,1,2,4,5,10,1,2,4,8,9
7076485,HCP_849,1,41, F ,Uro-oncology,52, PQR Medical Center ,Contract,1006,1990,3274,4598,7812,286,292,470,621,1145,339,438,788,867,56,73,107,182,52,94,174,245,48,49,53,91,39,53,74,132,7,13,15,22,37,8,9,17,25,45,1,2,3,4,5,1,2,4,7,11
3096147,HCP_850,1,66, M ,Pediatric,60, XYZ Medical Center ,Contract,1100,1732,2865,4859,7937,98,104,162,193,293,286,381,500,732,68,130,199,257,59,86,121,214,39,51,89,154,34,66,126,194,8,12,23,31,37,9,13,18,24,33,1,2,3,4,8,1,2,4,6,9
8593061,HCP_851,0,54, M ,Neuro-oncology,10, ABC Medical Center ,Collaboration,283,374,703,1058,1981,231,296,347,377,523,313,507,723,1376,36,71,115,135,43,76,106,171,69,95,105,112,59,72,101,155,5,8,13,23,36,5,9,18,21,22,2,4,6,12,18,1,2,3,5,9
7683044,HCP_852,1,75, F ,Neuro-oncology,58, PQR Medical Center ,Referral,1059,1656,2609,3590,4777,187,297,462,852,909,238,251,370,450,38,55,59,92,34,54,65,103,60,88,122,139,48,62,90,111,7,9,10,14,23,8,15,28,48,59,1,2,3,5,6,2,4,5,7,11
4005872,HCP_853,0,45, M ,Oncology,60, ABC Medical Center ,Employment,1100,1792,2328,4647,9090,275,530,901,1136,1744,23,45,81,110,49,67,107,155,72,87,90,135,80,81,122,175,56,73,85,97,5,6,8,9,13,10,15,17,30,54,1,2,3,5,7,1,2,3,4,7
2381498,HCP_854,0,78, M ,Oncology,50, VWX Medical Center ,Referral,477,598,649,1045,1719,212,294,543,685,947,33,40,62,115,38,47,91,126,34,43,63,69,73,95,160,224,43,55,73,75,5,9,14,23,29,5,6,10,19,32,1,2,3,5,9,1,2,4,8,12
8842638,HCP_855,1,66, F ,Uro-oncology,46, MNO Medical Center ,Contract,1100,1675,2416,4546,7625,287,388,717,1427,1948,261,263,416,802,49,65,110,123,63,83,162,233,59,97,140,170,60,102,107,150,5,7,13,20,33,9,12,15,18,33,1,2,4,5,8,2,4,8,10,11
7699076,HCP_856,0,37, M ,Pediatric,10, XYZ Medical Center ,Contract,660,969,1463,2796,3854,210,387,394,637,946,28,33,40,69,23,25,30,37,71,89,122,233,62,69,71,117,64,115,165,239,5,7,12,23,26,9,10,14,25,33,2,3,6,7,13,1,2,4,8,12
6019075,HCP_857,1,31, M ,Pediatric,47, PQR Medical Center ,Contract,1100,1664,2844,2867,4733,195,336,600,955,1588,200,301,353,368,57,63,110,175,53,91,102,139,38,75,100,108,38,56,81,132,10,17,19,26,49,7,14,19,29,33,2,3,4,5,6,1,2,4,7,11
6560937,HCP_858,0,83, M ,Oncology,10, STU Medical Center ,Referral,1100,1354,1912,3705,4389,124,128,143,254,273,289,573,916,945,56,72,112,167,39,73,121,128,49,80,143,149,61,101,136,262,10,18,26,35,64,5,9,16,31,40,1,2,3,5,8,2,3,5,6,8
3155375,HCP_859,1,80, M ,Hematology,10, XYZ Medical Center ,Referral,310,426,435,869,1508,263,503,850,1036,1224,217,416,540,567,67,86,112,114,60,108,146,278,34,48,81,152,60,80,97,186,5,9,12,20,33,6,9,11,20,24,2,4,7,11,19,1,2,4,5,8
9126079,HCP_860,0,34, F ,Neuro-oncology,18, YZX Medical Center ,Employment,757,1035,1239,2091,3369,153,249,411,657,890,327,557,1050,1627,49,61,75,100,37,57,65,107,40,46,85,111,57,103,119,146,10,20,35,54,58,10,15,25,49,94,1,2,3,4,8,2,4,5,9,15
5092202,HCP_861,0,50, M ,Uro-oncology,32, YZX Medical Center ,Collaboration,621,1110,1366,2069,3347,243,464,740,1264,1801,134,198,313,466,75,104,150,192,75,97,130,183,71,109,113,200,72,86,89,90,6,11,20,37,58,6,12,22,44,55,2,4,5,8,16,2,4,7,8,14
9317338,HCP_862,0,66, F ,Uro-oncology,10, PQR Medical Center ,Collaboration,579,657,1128,1576,2584,206,331,357,455,527,69,80,130,239,41,64,102,109,58,82,90,164,61,104,128,201,71,123,162,196,8,15,25,28,45,10,17,18,32,57,1,2,4,7,13,2,4,5,8,15
2331572,HCP_863,0,77, M ,Oncology,30, VWX Medical Center ,Referral,320,491,800,1472,2626,140,215,216,230,306,80,107,205,400,38,50,56,64,49,63,80,153,72,135,223,325,75,107,151,294,10,18,31,56,57,9,17,22,36,37,2,4,8,10,11,1,2,3,6,10
9840158,HCP_864,0,90, F ,Immunology,10, XYZ Medical Center ,Referral,577,882,1095,1587,2273,80,154,235,377,732,110,164,291,386,27,38,67,133,52,91,114,196,73,140,276,288,70,78,100,121,10,19,26,28,52,6,9,18,34,54,1,2,4,5,10,2,4,5,9,18
